DATE,DEPTH,TP
24/04/2019,2500,1.56
28/05/2019,100,0.23
28/05/2019,500,0.3
28/05/2019,1000,0.54
28/05/2019,1500,0.56
28/05/2019,2000,0.89
28/05/2019,2500,1.37
26/06/2019,100,0.32
26/06/2019,500,0.27
26/06/2019,1000,0.4
26/06/2019,1500,0.49
26/06/2019,2000,0.97
26/06/2019,2500,1.47
31/07/2019,100,
31/07/2019,500,
31/07/2019,1000,
31/07/2019,1500,
31/07/2019,2000,
31/07/2019,2500,
27/08/2019,100,
27/08/2019,500,
27/08/2019,1000,
27/08/2019,1500,
27/08/2019,2000,
27/08/2019,2500,
26/01/1999,100,0.77
26/01/1999,500,0.86
26/01/1999,1000,0.87
26/01/1999,1500,0.86
26/01/1999,2000,0.9
26/01/1999,2500,0.96
12/02/1999,100,0.96
12/02/1999,500,0.96
12/02/1999,1000,0.98
12/02/1999,1500,0.97
12/02/1999,2000,0.93
12/02/1999,2500,1
25/03/1999,100,0.83
25/03/1999,500,0.77
25/03/1999,1000,0.81
25/03/1999,1500,0.51
25/03/1999,2000,0.55
25/03/1999,2500,1.75
27/04/1999,100,0.5
27/04/1999,500,0.44
27/04/1999,1000,0.43
27/04/1999,1500,0.53
27/04/1999,2000,0.66
27/04/1999,2500,0.99
25/05/1999,100,0.43
25/05/1999,500,0.47
25/05/1999,1000,0.47
25/05/1999,1500,0.43
25/05/1999,2000,0.36
25/05/1999,2500,1.21
17/06/1999,100,0.35
17/06/1999,500,0.53
17/06/1999,1000,0.53
17/06/1999,1500,0.5
17/06/1999,2000,0.82
17/06/1999,2500,0.88
15/07/1999,100,0.39
15/07/1999,500,0.39
15/07/1999,1000,0.46
15/07/1999,1500,0.52
15/07/1999,2000,0.72
15/07/1999,2500,0.99
17/08/1999,100,0.49
17/08/1999,500,0.52
17/08/1999,1000,0.52
17/08/1999,1500,0.53
17/08/1999,2000,0.77
17/08/1999,2500,2.06
17/09/1999,100,0.51
17/09/1999,500,0.55
17/09/1999,1000,0.66
17/09/1999,1500,0.63
17/09/1999,2000,0.72
17/09/1999,2500,3.98
18/10/1999,100,0.83
18/10/1999,500,0.8
18/10/1999,1000,0.98
18/10/1999,1500,1.69
18/10/1999,2000,1.52
18/10/1999,2500,1.8
16/11/1999,100,1.12
16/11/1999,500,0.83
16/11/1999,1000,0.83
16/11/1999,1500,0.77
16/11/1999,2000,0.85
16/11/1999,2500,1.81
15/12/1999,100,1.18
15/12/1999,500,1.17
15/12/1999,1000,1.21
15/12/1999,1500,1.18
15/12/1999,2000,1.22
15/12/1999,2500,1.08
18/01/2000,100,1.08
18/01/2000,500,1.08
18/01/2000,1000,1.13
18/01/2000,1500,1.13
18/01/2000,2000,1.14
18/01/2000,2500,1.16
08/02/2000,100,1.11
08/02/2000,500,1.12
08/02/2000,1000,1.13
08/02/2000,1500,1.22
08/02/2000,2000,1.03
08/02/2000,2500,1.28
15/03/2000,100,1.09
15/03/2000,500,1.16
15/03/2000,1000,1.1
15/03/2000,1500,1.14
15/03/2000,2000,1.22
15/03/2000,2500,1.12
17/04/2000,100,1.67
17/04/2000,500,0.5
17/04/2000,1000,0.41
17/04/2000,1500,0.4
17/04/2000,2000,0.81
17/04/2000,2500,0.48
17/05/2000,100,0.2
17/05/2000,500,0.23
17/05/2000,1000,0.23
17/05/2000,1500,0.29
17/05/2000,2000,0.28
17/05/2000,2500,0.45
28/06/2000,100,0.56
28/06/2000,500,0.55
28/06/2000,1000,0.79
28/06/2000,1500,0.44
28/06/2000,2000,0.53
28/06/2000,2500,0.91
12/07/2000,100,0.73
12/07/2000,500,0.82
12/07/2000,1000,0.69
12/07/2000,1500,1.1
12/07/2000,2000,0.88
12/07/2000,2500,1.11
08/08/2000,100,0.54
08/08/2000,500,0.51
08/08/2000,1000,0.54
08/08/2000,1500,0.56
08/08/2000,2000,0.79
08/08/2000,2500,1.93
27/09/2000,100,0.9
27/09/2000,500,0.94
27/09/2000,1000,0.87
27/09/2000,1500,0.95
27/09/2000,2000,0.91
27/09/2000,2500,4.08
24/10/2000,100,1.08
24/10/2000,500,1.06
24/10/2000,1000,1.11
24/10/2000,1500,1.32
24/10/2000,2000,2.42
24/10/2000,2500,5.14
28/11/2000,100,1.61
28/11/2000,500,1.28
28/11/2000,1000,1.39
28/11/2000,1500,1.35
28/11/2000,2000,1.35
28/11/2000,2500,2.34
18/12/2000,100,1.33
18/12/2000,500,1.32
18/12/2000,1000,1.38
18/12/2000,1500,1.56
18/12/2000,2000,1.43
18/12/2000,2500,1.45
16/01/2001,100,1.31
16/01/2001,500,1.21
16/01/2001,1000,1.17
16/01/2001,1500,1.1
16/01/2001,2000,1.32
16/01/2001,2500,1.55
15/02/2001,100,0.94
15/02/2001,500,0.99
15/02/2001,1000,1.04
15/02/2001,1500,1.01
15/02/2001,2000,1.19
15/02/2001,2500,1.21
13/03/2001,100,1.22
13/03/2001,500,1.16
13/03/2001,1000,1.16
13/03/2001,1500,1.25
13/03/2001,2000,1.19
13/03/2001,2500,1.17
18/04/2001,100,0.68
18/04/2001,500,0.95
18/04/2001,1000,0.72
18/04/2001,1500,0.7
18/04/2001,2000,0.6
18/04/2001,2500,1.8
31/05/2001,100,0.46
31/05/2001,500,0.45
31/05/2001,1000,0.54
31/05/2001,1500,0.65
31/05/2001,2000,1.39
31/05/2001,2500,1.7
28/06/2001,100,0.69
28/06/2001,500,0.7
28/06/2001,1000,0.79
28/06/2001,1500,1.18
28/06/2001,2000,1.19
28/06/2001,2500,2.19
11/07/2001,100,0.67
11/07/2001,500,0.56
11/07/2001,1000,0.73
11/07/2001,1500,0.55
11/07/2001,2000,0.7
11/07/2001,2500,2.27
09/08/2001,100,1.86
09/08/2001,500,1.49
09/08/2001,1000,0.99
09/08/2001,1500,0.96
09/08/2001,2000,0.78
09/08/2001,2500,0.75
10/09/2001,100,0.67
10/09/2001,500,0.58
10/09/2001,1000,0.71
10/09/2001,1500,0.46
10/09/2001,2000,1.21
10/09/2001,2500,6
16/10/2001,100,0.61
16/10/2001,500,0.79
16/10/2001,1000,0.72
16/10/2001,1500,0.89
16/10/2001,2000,1.61
16/10/2001,2500,8.7
06/11/2001,100,8.6
06/11/2001,500,2.38
06/11/2001,1000,1.24
06/11/2001,1500,1.22
06/11/2001,2000,1.21
06/11/2001,2500,1.28
13/12/2001,100,1.66
13/12/2001,500,1.25
13/12/2001,1000,0.99
13/12/2001,1500,0.93
13/12/2001,2000,0.88
13/12/2001,2500,0.92
08/01/2002,100,0.89
08/01/2002,500,0.95
08/01/2002,1000,0.91
08/01/2002,1500,0.96
08/01/2002,2000,1.05
08/01/2002,2500,1.29
21/02/2002,100,1.13
21/02/2002,500,1.05
21/02/2002,1000,1.2
21/02/2002,1500,0.96
21/02/2002,2000,0.96
21/02/2002,2500,1.01
11/03/2002,100,0.96
11/03/2002,500,0.86
11/03/2002,1000,0.89
11/03/2002,1500,0.87
11/03/2002,2000,0.87
11/03/2002,2500,0.85
10/04/2002,100,0.34
10/04/2002,500,0.39
10/04/2002,1000,0.38
10/04/2002,1500,0.35
10/04/2002,2000,0.44
10/04/2002,2500,0.89
21/05/2002,100,0.5
21/05/2002,500,0.35
21/05/2002,1000,0.3
21/05/2002,1500,0.45
21/05/2002,2000,0.72
21/05/2002,2500,0.78
18/06/2002,100,0.34
18/06/2002,500,0.39
18/06/2002,1000,0.4
18/06/2002,1500,0.43
18/06/2002,2000,0.42
18/06/2002,2500,0.62
09/07/2002,100,0.38
09/07/2002,500,0.58
09/07/2002,1000,0.58
09/07/2002,1500,0.56
09/07/2002,2000,0.91
09/07/2002,2500,1.04
20/08/2002,100,0.5
20/08/2002,500,0.56
20/08/2002,1000,0.59
20/08/2002,1500,0.56
20/08/2002,2000,1.58
20/08/2002,2500,4
17/09/2002,100,0.48
17/09/2002,500,0.58
17/09/2002,1000,0.52
17/09/2002,1500,0.52
17/09/2002,2000,3.91
17/09/2002,2500,11.8
15/10/2002,100,1.32
15/10/2002,500,1.39
15/10/2002,1000,1.28
15/10/2002,1500,1.77
15/10/2002,2000,4.2
15/10/2002,2500,8.4
19/11/2002,100,1.33
19/11/2002,500,1.39
19/11/2002,1000,1.41
19/11/2002,1500,1.33
19/11/2002,2000,2.89
19/11/2002,2500,2.69
17/12/2002,100,1.26
17/12/2002,500,1.17
17/12/2002,1000,1.14
17/12/2002,1500,1.16
17/12/2002,2000,1.12
17/12/2002,2500,1.12
23/01/2003,100,1.19
23/01/2003,500,1.16
23/01/2003,1000,1.12
23/01/2003,1500,1.04
23/01/2003,2000,0.94
23/01/2003,2500,0.95
18/02/2003,100,0.99
18/02/2003,500,0.89
18/02/2003,1000,0.9
18/02/2003,1500,1
18/02/2003,2000,1
18/02/2003,2500,1
11/03/2003,100,0.43
11/03/2003,500,0.38
11/03/2003,1000,0.42
11/03/2003,1500,0.36
11/03/2003,2000,0.44
11/03/2003,2500,0.82
24/04/2003,100,0.35
24/04/2003,500,0.41
24/04/2003,1000,0.41
24/04/2003,1500,0.32
24/04/2003,2000,0.47
24/04/2003,2500,0.63
13/05/2003,100,0.29
13/05/2003,500,0.28
13/05/2003,1000,0.32
13/05/2003,1500,0.36
13/05/2003,2000,0.52
13/05/2003,2500,0.68
17/06/2003,100,0.41
17/06/2003,500,0.27
17/06/2003,1000,0.34
17/06/2003,1500,0.48
17/06/2003,2000,0.89
17/06/2003,2500,0.84
15/07/2003,100,0.47
15/07/2003,500,0.57
15/07/2003,1000,0.5
15/07/2003,1500,0.82
15/07/2003,2000,1.3
15/07/2003,2500,1.43
13/08/2003,100,0.34
13/08/2003,500,0.37
13/08/2003,1000,0.39
13/08/2003,1500,0.43
13/08/2003,2000,0.58
13/08/2003,2500,1.13
08/09/2003,100,0.62
08/09/2003,500,0.57
08/09/2003,1000,0.91
08/09/2003,1500,0.99
08/09/2003,2000,1.33
08/09/2003,2500,3.99
14/10/2003,100,0.86
14/10/2003,500,0.8
14/10/2003,1000,0.82
14/10/2003,1500,0.98
14/10/2003,2000,3.89
14/10/2003,2500,5.08
12/11/2003,100,1.08
12/11/2003,500,1.02
12/11/2003,1000,0.94
12/11/2003,1500,1.08
12/11/2003,2000,1.86
12/11/2003,2500,2.16
04/12/2003,100,0.83
04/12/2003,500,0.89
04/12/2003,1000,0.84
04/12/2003,1500,0.9
04/12/2003,2000,1.05
04/12/2003,2500,2.72
20/01/2004,100,1.46
20/01/2004,500,0.67
20/01/2004,1000,0.69
20/01/2004,1500,0.69
20/01/2004,2000,0.72
20/01/2004,2500,0.75
18/02/2004,100,0.7
18/02/2004,500,0.71
18/02/2004,1000,0.67
18/02/2004,1500,0.68
18/02/2004,2000,0.76
18/02/2004,2500,0.72
16/03/2004,100,0.43
16/03/2004,500,0.41
16/03/2004,1000,0.4
16/03/2004,1500,0.37
16/03/2004,2000,0.45
16/03/2004,2500,0.62
15/04/2004,100,0.29
15/04/2004,500,0.29
15/04/2004,1000,0.32
15/04/2004,1500,0.27
15/04/2004,2000,0.34
15/04/2004,2500,0.37
11/05/2004,100,0.45
11/05/2004,500,0.44
11/05/2004,1000,0.44
11/05/2004,1500,0.44
11/05/2004,2000,0.35
11/05/2004,2500,0.63
21/06/2004,100,0.63
21/06/2004,500,0.5
21/06/2004,1000,0.55
21/06/2004,1500,0.53
21/06/2004,2000,0.67
21/06/2004,2500,0.67
13/07/2004,100,0.37
13/07/2004,500,0.41
13/07/2004,1000,0.43
13/07/2004,1500,0.65
13/07/2004,2000,0.76
13/07/2004,2500,1.03
10/08/2004,100,0.46
10/08/2004,500,0.42
10/08/2004,1000,0.45
10/08/2004,1500,0.39
10/08/2004,2000,0.49
10/08/2004,2500,1.61
13/09/2004,100,1.14
13/09/2004,500,1.15
13/09/2004,1000,1.03
13/09/2004,1500,2.04
13/09/2004,2000,2.01
13/09/2004,2500,2.07
13/10/2004,100,0.97
13/10/2004,500,0.88
13/10/2004,1000,1.44
13/10/2004,1500,1.55
13/10/2004,2000,1.59
13/10/2004,2500,1.56
09/11/2004,100,0.95
09/11/2004,500,0.97
09/11/2004,1000,0.88
09/11/2004,1500,1.04
09/11/2004,2000,1.02
09/11/2004,2500,1.45
15/12/2004,100,0.82
15/12/2004,500,0.82
15/12/2004,1000,0.81
15/12/2004,1500,0.94
15/12/2004,2000,0.82
15/12/2004,2500,1.43
18/01/2005,100,0.85
18/01/2005,500,0.89
18/01/2005,1000,0.91
18/01/2005,1500,0.96
18/01/2005,2000,0.91
18/01/2005,2500,0.95
22/02/2005,100,0.8
22/02/2005,500,0.83
22/02/2005,1000,0.88
22/02/2005,1500,0.87
22/02/2005,2000,0.87
22/02/2005,2500,1.02
29/03/2005,100,
29/03/2005,500,
29/03/2005,1000,
29/03/2005,1500,
29/03/2005,2000,
29/03/2005,2500,
26/04/2005,100,0.44
26/04/2005,500,0.57
26/04/2005,1000,0.48
26/04/2005,1500,0.5
26/04/2005,2000,0.8
26/04/2005,2500,1.24
20/05/2005,100,0.46
20/05/2005,500,0.53
20/05/2005,1000,0.89
20/05/2005,1500,0.84
20/05/2005,2000,0.9
20/05/2005,2500,0.89
21/06/2005,100,0.25
21/06/2005,500,0.33
21/06/2005,1000,0.43
21/06/2005,1500,0.68
21/06/2005,2000,0.87
21/06/2005,2500,1
28/07/2005,100,0.37
28/07/2005,500,0.4
28/07/2005,1000,0.49
28/07/2005,1500,0.69
28/07/2005,2000,1.16
28/07/2005,2500,1.99
11/08/2005,100,0.35
11/08/2005,500,0.35
11/08/2005,1000,0.44
11/08/2005,1500,0.65
11/08/2005,2000,2.56
11/08/2005,2500,4.27
14/09/2005,100,0.52
14/09/2005,500,0.53
14/09/2005,1000,0.46
14/09/2005,1500,0.81
14/09/2005,2000,2.27
14/09/2005,2500,9.1
26/10/2005,100,1.04
26/10/2005,500,1.17
26/10/2005,1000,1.08
26/10/2005,1500,1.4
26/10/2005,2000,3.52
26/10/2005,2500,10.6
15/11/2005,100,2.13
15/11/2005,500,2.31
15/11/2005,1000,2.49
15/11/2005,1500,2.52
15/11/2005,2000,2.42
15/11/2005,2500,1.48
13/12/2005,100,1.36
13/12/2005,500,1.6
13/12/2005,1000,1.48
13/12/2005,1500,1.46
13/12/2005,2000,1.64
13/12/2005,2500,1.4
17/01/2006,100,1.53
17/01/2006,500,1.47
17/01/2006,1000,1.46
17/01/2006,1500,1.37
17/01/2006,2000,1.34
17/01/2006,2500,1.32
14/02/2006,100,1.27
14/02/2006,500,1.3
14/02/2006,1000,1.28
14/02/2006,1500,1.25
14/02/2006,2000,1.28
14/02/2006,2500,1.27
14/03/2006,100,0.66
14/03/2006,500,0.65
14/03/2006,1000,0.68
14/03/2006,1500,0.68
14/03/2006,2000,0.71
14/03/2006,2500,0.92
21/04/2006,100,0.61
21/04/2006,500,0.7
21/04/2006,1000,0.68
21/04/2006,1500,0.61
21/04/2006,2000,0.69
21/04/2006,2500,0.92
17/05/2006,100,0.59
17/05/2006,500,0.61
17/05/2006,1000,0.61
17/05/2006,1500,0.46
17/05/2006,2000,0.71
17/05/2006,2500,1.13
21/06/2006,100,0.48
21/06/2006,500,0.46
21/06/2006,1000,0.59
21/06/2006,1500,0.62
21/06/2006,2000,0.88
21/06/2006,2500,1.17
27/07/2006,100,0.55
27/07/2006,500,0.49
27/07/2006,1000,0.67
27/07/2006,1500,0.77
27/07/2006,2000,1.58
27/07/2006,2500,1.65
17/08/2006,100,0.84
17/08/2006,500,0.78
17/08/2006,1000,1.03
17/08/2006,1500,1.19
17/08/2006,2000,1.3
17/08/2006,2500,1.97
20/09/2006,100,1.12
20/09/2006,500,0.86
20/09/2006,1000,0.99
20/09/2006,1500,0.98
20/09/2006,2000,4.15
20/09/2006,2500,3.46
11/10/2006,100,1.25
11/10/2006,500,1.16
11/10/2006,1000,1.14
11/10/2006,1500,
11/10/2006,2000,
11/10/2006,2500,
14/11/2006,100,1.46
14/11/2006,500,1.4
14/11/2006,1000,1.4
14/11/2006,1500,1.41
14/11/2006,2000,3.08
14/11/2006,2500,4.68
12/12/2006,100,1.6
12/12/2006,500,1.5
12/12/2006,1000,1.76
12/12/2006,1500,1.52
12/12/2006,2000,1.56
12/12/2006,2500,1.64
22/02/2007,100,1.36
22/02/2007,500,1.58
22/02/2007,1000,1.45
22/02/2007,1500,1.3
22/02/2007,2000,1.32
22/02/2007,2500,1.46
15/03/2007,100,1.37
15/03/2007,500,1.58
15/03/2007,1000,1.07
15/03/2007,1500,1.07
15/03/2007,2000,1.18
15/03/2007,2500,1.2
05/04/2007,100,0.88
05/04/2007,500,1.02
05/04/2007,1000,1.06
05/04/2007,1500,1.01
05/04/2007,2000,0.97
05/04/2007,2500,0.85
04/05/2007,100,
04/05/2007,500,
04/05/2007,1000,
04/05/2007,1500,
04/05/2007,2000,
04/05/2007,2500,
14/05/2007,100,
14/05/2007,500,
14/05/2007,1000,
14/05/2007,1500,
14/05/2007,2000,
14/05/2007,2500,
14/06/2007,100,0.52
14/06/2007,500,0.57
14/06/2007,1000,0.73
14/06/2007,1500,0.6
14/06/2007,2000,0.56
14/06/2007,2500,3.04
12/07/2007,100,0.79
12/07/2007,500,0.85
12/07/2007,1000,0.86
12/07/2007,1500,1.31
12/07/2007,2000,1.42
12/07/2007,2500,2.67
16/08/2007,100,0.95
16/08/2007,500,0.83
16/08/2007,1000,1.17
16/08/2007,1500,1.4
16/08/2007,2000,1.83
16/08/2007,2500,2.31
12/09/2007,100,1.32
12/09/2007,500,1.3
12/09/2007,1000,1.17
12/09/2007,1500,1.64
12/09/2007,2000,3.42
12/09/2007,2500,4.78
16/10/2007,100,1.26
16/10/2007,500,1.3
16/10/2007,1000,1.41
16/10/2007,1500,1.98
16/10/2007,2000,3.01
16/10/2007,2500,3.85
13/11/2007,100,1.58
13/11/2007,500,2.2
13/11/2007,1000,1.76
13/11/2007,1500,1.65
13/11/2007,2000,2.15
13/11/2007,2500,3.31
11/12/2007,100,1.2
11/12/2007,500,1.33
11/12/2007,1000,1.22
11/12/2007,1500,1.3
11/12/2007,2000,1.37
11/12/2007,2500,1.37
17/01/2008,100,1.24
17/01/2008,500,1.27
17/01/2008,1000,1.32
17/01/2008,1500,1.27
17/01/2008,2000,1.22
17/01/2008,2500,1.33
19/02/2008,100,1.17
19/02/2008,500,1.22
19/02/2008,1000,1.24
19/02/2008,1500,0.91
19/02/2008,2000,1.07
19/02/2008,2500,1.07
01/03/2008,0,
16/04/2008,100,0.63
16/04/2008,500,0.62
16/04/2008,1000,0.58
16/04/2008,1500,0.45
16/04/2008,2000,0.46
16/04/2008,2500,1.22
20/05/2008,100,0.5
20/05/2008,500,0.6
20/05/2008,1000,0.47
20/05/2008,1500,0.69
20/05/2008,2000,0.8
20/05/2008,2500,1.05
24/06/2008,100,0.51
24/06/2008,500,0.62
24/06/2008,1000,0.65
24/06/2008,1500,0.85
24/06/2008,2000,1.01
24/06/2008,2500,1.43
09/07/2008,100,0.67
09/07/2008,500,0.72
09/07/2008,1000,0.79
09/07/2008,1500,0.76
09/07/2008,2000,0.96
09/07/2008,2500,2.21
19/08/2008,100,0.63
19/08/2008,500,0.75
19/08/2008,1000,0.85
19/08/2008,1500,1.08
19/08/2008,2000,1.59
19/08/2008,2500,3.14
15/09/2008,100,
15/09/2008,500,
15/09/2008,1000,
15/09/2008,1500,
15/09/2008,2000,
15/09/2008,2500,
16/09/2008,100,
16/09/2008,500,
16/09/2008,1000,
16/09/2008,1500,
16/09/2008,2000,
16/09/2008,2500,
17/09/2008,100,1.21
17/09/2008,500,1.09
17/09/2008,1000,1.02
17/09/2008,1500,0.98
17/09/2008,2000,2.09
17/09/2008,2500,4.4
18/09/2008,100,
18/09/2008,500,
18/09/2008,1000,
18/09/2008,1500,
18/09/2008,2000,
18/09/2008,2500,
27/10/2008,100,1.72
27/10/2008,500,1.67
27/10/2008,1000,1.79
27/10/2008,1500,1.61
27/10/2008,2000,1.3
27/10/2008,2500,1.17
17/11/2008,100,1.54
17/11/2008,500,1.5
17/11/2008,1000,1.47
17/11/2008,1500,1.72
17/11/2008,2000,1.76
17/11/2008,2500,1.7
08/12/2008,100,
08/12/2008,500,
08/12/2008,1000,
08/12/2008,1500,
08/12/2008,2000,
08/12/2008,2500,
29/10/2019,100,
29/10/2019,500,
29/10/2019,1000,
29/10/2019,1500,
29/10/2019,2000,
29/10/2019,2500,
19/11/2019,100,
19/11/2019,500,
19/11/2019,1000,
19/11/2019,1500,
19/11/2019,2000,
19/11/2019,2500,
10/12/2019,100,
10/12/2019,500,
10/12/2019,1000,
10/12/2019,1500,
10/12/2019,2000,
10/12/2019,2500,
07/01/2020,100,
07/01/2020,500,
07/01/2020,1000,
07/01/2020,1500,
07/01/2020,2000,
07/01/2020,2500,
03/03/2020,100,
03/03/2020,500,
03/03/2020,1000,
03/03/2020,1500,
03/03/2020,2000,
03/03/2020,2500,
28/04/2020,100,
28/04/2020,500,
28/04/2020,1000,
28/04/2020,1500,
28/04/2020,2000,
28/04/2020,2500,
19/05/2020,100,
19/05/2020,500,
19/05/2020,1000,
19/05/2020,1500,
19/05/2020,2000,
19/05/2020,2500,
09/06/2020,100,
09/06/2020,500,
09/06/2020,1000,
09/06/2020,1500,
09/06/2020,2000,
09/06/2020,2500,
01/07/2020,100,
01/07/2020,500,
01/07/2020,1000,
01/07/2020,1500,
01/07/2020,2000,
01/07/2020,2500,
30/07/2020,100,
30/07/2020,500,
30/07/2020,1000,
30/07/2020,1500,
30/07/2020,2000,
30/07/2020,2500,
24/08/2020,100,
24/08/2020,500,
24/08/2020,1000,
24/08/2020,1500,
24/08/2020,2000,
24/08/2020,2500,
15/09/2020,100,
15/09/2020,500,
15/09/2020,1000,
15/09/2020,1500,
15/09/2020,2000,
15/09/2020,2500,
17/02/2021,100,
17/02/2021,500,
17/02/2021,1000,
17/02/2021,1500,
17/02/2021,2000,
17/02/2021,2500,
16/03/2021,100,
16/03/2021,500,
16/03/2021,1000,
16/03/2021,1500,
16/03/2021,2000,
16/03/2021,2500,
07/04/2021,100,
07/04/2021,500,
07/04/2021,1000,
07/04/2021,1500,
07/04/2021,2000,
07/04/2021,2500,
26/05/2021,100,
26/05/2021,500,
26/05/2021,1000,
26/05/2021,1500,
26/05/2021,2000,
26/05/2021,2500,
09/06/2021,100,
09/06/2021,500,
09/06/2021,1000,
09/06/2021,1500,
09/06/2021,2000,
09/06/2021,2500,
21/07/2021,2500,
21/07/2021,2000,
21/07/2021,1500,
21/07/2021,1000,
21/07/2021,500,
21/07/2021,100,
21/08/2021,100,
21/08/2021,500,
21/08/2021,1000,
21/08/2021,1500,
21/08/2021,2000,
21/08/2021,2500,
01/09/2021,100,
01/09/2021,500,
01/09/2021,1000,
01/09/2021,1500,
01/09/2021,2000,
01/09/2021,2500,
06/10/2021,100,
06/10/2021,500,
06/10/2021,1000,
06/10/2021,1500,
06/10/2021,2000,
06/10/2021,2500,
03/11/2021,100,
03/11/2021,500,
03/11/2021,1000,
03/11/2021,1500,
03/11/2021,2000,
03/11/2021,2500,
02/02/2022,100,
02/02/2022,500,
02/02/2022,1000,
02/02/2022,1500,
02/02/2022,2000,
02/02/2022,2500,
02/03/2022,100,
02/03/2022,500,
02/03/2022,1000,
02/03/2022,1500,
02/03/2022,2000,
02/03/2022,2500,
12/04/2022,100,
12/04/2022,500,
12/04/2022,1000,
12/04/2022,1500,
12/04/2022,2000,
12/04/2022,2500,
03/05/2022,100,
03/05/2022,500,
03/05/2022,1000,
03/05/2022,1500,
03/05/2022,2000,
03/05/2022,2500,
18/06/1999,100,
18/06/1999,500,
18/06/1999,1000,
18/06/1999,1500,
18/06/1999,2000,
18/06/1999,2500,
14/05/2012,0,
,0,
10/12/2019,0,
16/10/2020,100,
16/10/2020,500,
16/10/2020,1000,
16/10/2020,1500,
16/10/2020,2000,
16/10/2020,2500,
20/07/2021,100,
20/07/2021,500,
20/07/2021,1000,
20/07/2021,1500,
20/07/2021,2000,
20/07/2021,2500,
